phrase,label,category,non_comp_score,is_non_comp,n_tokens,ntp_avg_prob,ntp_avg_surprisal,ntp_entry_prob,ll_L0_avg,ll_L6_avg,ll_L12_avg,ll_L18_avg,ll_L24_avg,ll_L30_avg,ll_L36_avg,ll_L42_avg,ll_L47_avg,fl_L0_k1_prob,fl_L0_k1_top1,fl_L0_k1_top5,fl_L6_k1_prob,fl_L6_k1_top1,fl_L6_k1_top5,fl_L12_k1_prob,fl_L12_k1_top1,fl_L12_k1_top5,fl_L18_k1_prob,fl_L18_k1_top1,fl_L18_k1_top5,fl_L24_k1_prob,fl_L24_k1_top1,fl_L24_k1_top5,fl_L30_k1_prob,fl_L30_k1_top1,fl_L30_k1_top5,fl_L36_k1_prob,fl_L36_k1_top1,fl_L36_k1_top5,fl_L42_k1_prob,fl_L42_k1_top1,fl_L42_k1_top5,fl_L47_k1_prob,fl_L47_k1_top1,fl_L47_k1_top5,fl_mid_avg_prob,fl_mid_avg_surprisal,fl_L0_k2_prob,fl_L0_k2_top1,fl_L0_k2_top5,fl_L0_k3_prob,fl_L0_k3_top1,fl_L0_k3_top5,fl_L6_k2_prob,fl_L6_k2_top1,fl_L6_k2_top5,fl_L6_k3_prob,fl_L6_k3_top1,fl_L6_k3_top5,fl_L12_k2_prob,fl_L12_k2_top1,fl_L12_k2_top5,fl_L12_k3_prob,fl_L12_k3_top1,fl_L12_k3_top5,fl_L18_k2_prob,fl_L18_k2_top1,fl_L18_k2_top5,fl_L18_k3_prob,fl_L18_k3_top1,fl_L18_k3_top5,fl_L24_k2_prob,fl_L24_k2_top1,fl_L24_k2_top5,fl_L24_k3_prob,fl_L24_k3_top1,fl_L24_k3_top5,fl_L30_k2_prob,fl_L30_k2_top1,fl_L30_k2_top5,fl_L30_k3_prob,fl_L30_k3_top1,fl_L30_k3_top5,fl_L36_k2_prob,fl_L36_k2_top1,fl_L36_k2_top5,fl_L36_k3_prob,fl_L36_k3_top1,fl_L36_k3_top5,fl_L42_k2_prob,fl_L42_k2_top1,fl_L42_k2_top5,fl_L42_k3_prob,fl_L42_k3_top1,fl_L42_k3_top5,fl_L47_k2_prob,fl_L47_k2_top1,fl_L47_k2_top5,fl_L47_k3_prob,fl_L47_k3_top1,fl_L47_k3_top5,lookahead_avg,fl_L0_k4_prob,fl_L0_k4_top1,fl_L0_k4_top5,fl_L6_k4_prob,fl_L6_k4_top1,fl_L6_k4_top5,fl_L12_k4_prob,fl_L12_k4_top1,fl_L12_k4_top5,fl_L18_k4_prob,fl_L18_k4_top1,fl_L18_k4_top5,fl_L24_k4_prob,fl_L24_k4_top1,fl_L24_k4_top5,fl_L30_k4_prob,fl_L30_k4_top1,fl_L30_k4_top5,fl_L36_k4_prob,fl_L36_k4_top1,fl_L36_k4_top5,fl_L42_k4_prob,fl_L42_k4_top1,fl_L42_k4_top5,fl_L47_k4_prob,fl_L47_k4_top1,fl_L47_k4_top5
bull market,non-compositional,farahmand,1.0,True,2,0.028536813333630562,5.131031949721054,5.515114025911316e-05,2.1737915975289525e-32,0.00015312441973946989,0.00022491520212497562,0.0002135811373591423,0.000648987595923245,0.0011548337060958147,0.0016034541185945272,0.006871214136481285,0.02209853194653988,2.1737915975289525e-32,0,0,0.00015312441973946989,0,0,0.00022491520212497562,0,0,0.0002135811373591423,0,0,0.000648987595923245,0,0,0.0011548337060958147,0,0,0.0016034541185945272,0,0,0.006871214136481285,0,0,0.02209853194653988,0,0,0.000648987595923245,10.589521475240346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bullet hole,compositional,farahmand,0.0,False,2,0.01618821918964386,5.948911901328622,5.62938439543359e-05,3.930307529307671e-29,0.0010364099871367216,0.007828036323189735,0.012915648519992828,0.005451830569654703,0.005558690521866083,0.005858598742634058,0.015858976170420647,0.01289206650108099,3.930307529307671e-29,0,0,0.0010364099871367216,0,0,0.007828036323189735,0,1,0.012915648519992828,0,1,0.005451830569654703,0,0,0.005558690521866083,0,1,0.005858598742634058,0,1,0.015858976170420647,0,1,0.01289206650108099,0,0,0.005451830569654703,7.519043557463418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bullet proof,compositional,farahmand,0.0,False,2,0.0032632420770823956,8.259478269818272,5.62938439543359e-05,1.2411959039244924e-31,0.000553667894564569,0.0004322407185100019,0.0002881440450437367,0.00035263216705061495,0.00027246028184890747,0.0007506791152991354,0.002799275564029813,0.003285190323367715,1.2411959039244924e-31,0,0,0.000553667894564569,0,0,0.0004322407185100019,0,0,0.0002881440450437367,0,0,0.00035263216705061495,0,0,0.00027246028184890747,0,0,0.0007506791152991354,0,0,0.002799275564029813,0,0,0.003285190323367715,0,0,0.00035263216705061495,11.469548296474715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bulletin board,compositional,farahmand,0.0,False,2,0.10942938178777695,3.191927941141799,8.535489541827701e-06,2.0019929236688325e-34,0.3020007014274597,0.3276335299015045,0.2542109787464142,0.2972162961959839,0.5426594018936157,0.5037024617195129,0.20126883685588837,0.07862696796655655,2.0019929236688325e-34,0,0,0.3020007014274597,1,1,0.3276335299015045,1,1,0.2542109787464142,1,1,0.2972162961959839,1,1,0.5426594018936157,1,1,0.5037024617195129,1,1,0.20126883685588837,1,1,0.07862696796655655,0,1,0.2972162961959839,1.7504148747154709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burial place,compositional,farahmand,0.0,False,2,0.018611950799822807,5.747626911286327,2.8664471756201237e-05,6.038204149665474e-31,0.00023842573864385486,0.0006358778337016702,0.0013932932633906603,0.0007803903426975012,0.0012819846160709858,0.0027048573829233646,0.012663100846111774,0.03127410262823105,6.038204149665474e-31,0,0,0.00023842573864385486,0,0,0.0006358778337016702,0,0,0.0013932932633906603,0,0,0.0007803903426975012,0,0,0.0012819846160709858,0,0,0.0027048573829233646,0,0,0.012663100846111774,0,0,0.03127410262823105,0,1,0.0007803903426975012,10.323516454791427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus service,compositional,farahmand,0.0,False,2,0.00799488089978695,6.966707742709647,0.0001722790184430778,1.1156084788331149e-26,0.0002792337036225945,0.0007778478902764618,0.001533245900645852,0.0030841922853142023,0.004766731522977352,0.003626624122262001,0.0035275991540402174,0.005106862634420395,1.1156084788331149e-26,0,0,0.0002792337036225945,0,0,0.0007778478902764618,0,0,0.001533245900645852,0,0,0.0030841922853142023,0,0,0.004766731522977352,0,0,0.003626624122262001,0,0,0.0035275991540402174,0,0,0.005106862634420395,0,0,0.0030841922853142023,8.340891571153154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus stop,compositional,farahmand,0.0,False,2,0.01837209053337574,5.766340391821148,0.0001722790184430778,1.1897031638023717e-27,0.0020552293863147497,0.010468649677932262,0.00861883070319891,0.006157655268907547,0.009591521695256233,0.01033129170536995,0.010993853211402893,0.016420884057879448,1.1897031638023717e-27,0,0,0.0020552293863147497,0,0,0.010468649677932262,0,0,0.00861883070319891,0,0,0.006157655268907547,0,0,0.009591521695256233,0,0,0.01033129170536995,0,0,0.010993853211402893,0,0,0.016420884057879448,0,0,0.006157655268907547,7.343403183073266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus system,compositional,farahmand,0.0,False,2,0.002884265501052141,8.437580311684892,0.0001722790184430778,1.5098117872659797e-27,0.00010977746569551528,0.0005242663319222629,0.0003757380472961813,0.0004264646559022367,0.00039280857890844345,0.00036473918589763343,0.00045732950093224645,0.0021878709085285664,1.5098117872659797e-27,0,0,0.00010977746569551528,0,0,0.0005242663319222629,0,0,0.0003757380472961813,0,0,0.0004264646559022367,0,0,0.00039280857890844345,0,0,0.00036473918589763343,0,0,0.00045732950093224645,0,0,0.0021878709085285664,0,0,0.0004264646559022367,11.19528619924267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus terminal,compositional,farahmand,0.0,False,2,0.0028395489789545536,8.460122487854262,0.0001722790184430778,2.4795541069338963e-27,0.0020312853157520294,0.00506230816245079,0.004778399597853422,0.0064531671814620495,0.005727359093725681,0.003315002890303731,0.0025309284683316946,0.0022310228087008,2.4795541069338963e-27,0,0,0.0020312853157520294,0,0,0.00506230816245079,0,0,0.004778399597853422,0,0,0.0064531671814620495,0,0,0.005727359093725681,0,0,0.003315002890303731,0,0,0.0025309284683316946,0,0,0.0022310228087008,0,0,0.0064531671814620495,7.2757768829608445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus travel,compositional,farahmand,0.0,False,2,0.0008660135790705681,10.17332273299909,0.0001722790184430778,5.949917803566735e-25,0.0007414528517983854,0.0005273472052067518,0.0004159040981903672,0.0011083276476711035,0.003263350808992982,0.0023970522452145815,0.0008378782658837736,0.0007546326960437,5.949917803566735e-25,0,0,0.0007414528517983854,0,0,0.0005273472052067518,0,0,0.0004159040981903672,0,0,0.0011083276476711035,0,0,0.003263350808992982,0,0,0.0023970522452145815,0,0,0.0008378782658837736,0,0,0.0007546326960437,0,0,0.0011083276476711035,9.81739984569971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus types,compositional,farahmand,0.0,False,2,1.861665805336088e-05,15.713046361936025,0.0001722790184430778,4.735521310084215e-30,0.00012512518151197582,0.00010074431338580325,0.00011237719445489347,7.37474620109424e-05,3.678750726976432e-05,1.0048121112049557e-05,2.5457493393332697e-06,2.0347331883385777e-05,4.735521310084215e-30,0,0,0.00012512518151197582,0,0,0.00010074431338580325,0,0,0.00011237719445489347,0,0,7.37474620109424e-05,0,0,3.678750726976432e-05,0,0,1.0048121112049557e-05,0,0,2.5457493393332697e-06,0,0,2.0347331883385777e-05,0,0,7.37474620109424e-05,13.727047073986588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business activity,compositional,farahmand,0.0,False,2,0.00034614381729625165,11.496340800095377,0.0003608178813010454,1.0904155449073547e-22,1.238677759829443e-05,2.1571289835264906e-05,9.02257852430921e-06,1.9297782273497432e-05,2.473492168064695e-05,3.647667108452879e-05,0.0001479677011957392,0.0003839030396193266,1.0904155449073547e-22,0,0,1.238677759829443e-05,0,0,2.1571289835264906e-05,0,0,9.02257852430921e-06,0,0,1.9297782273497432e-05,0,0,2.473492168064695e-05,0,0,3.647667108452879e-05,0,0,0.0001479677011957392,0,0,0.0003839030396193266,0,0,1.9297782273497432e-05,15.661205413827695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business associate,compositional,farahmand,0.0,False,2,0.00023467054415959865,12.057075613367088,0.0003608178813010454,7.320703668920442e-23,4.155753049417399e-05,1.614432221686002e-05,5.55676560907159e-05,5.949942715233192e-05,9.995303844334558e-05,0.0001872444845503196,0.0004832759441342205,0.0003592375142034143,7.320703668920442e-23,0,0,4.155753049417399e-05,0,0,1.614432221686002e-05,0,0,5.55676560907159e-05,0,0,5.949942715233192e-05,0,0,9.995303844334558e-05,0,0,0.0001872444845503196,0,0,0.0004832759441342205,0,0,0.0003592375142034143,0,0,5.949942715233192e-05,14.036764695906454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business computer,compositional,farahmand,0.0,False,2,4.895001620752737e-05,14.318331136926217,0.0003608178813010454,3.3255794611235975e-23,4.61280751551385e-06,4.0117770367942285e-06,6.999397101026261e-06,9.851531103777234e-06,6.374980785039952e-06,7.982718670973554e-06,1.0983651918650139e-05,3.628416015999392e-05,3.3255794611235975e-23,0,0,4.61280751551385e-06,0,0,4.0117770367942285e-06,0,0,6.999397101026261e-06,0,0,9.851531103777234e-06,0,0,6.374980785039952e-06,0,0,7.982718670973554e-06,0,0,1.0983651918650139e-05,0,0,3.628416015999392e-05,0,0,9.851531103777234e-06,16.631220606768853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business contact,compositional,farahmand,0.0,False,2,9.444581519346684e-05,13.370153600887077,0.0003608178813010454,4.483135967416271e-24,7.22867207514355e-06,9.970540304493625e-06,1.20732229333953e-05,8.826545126794372e-06,9.913618669088464e-06,7.925553290988319e-06,5.783191591035575e-05,9.225983376381919e-05,4.483135967416271e-24,0,0,7.22867207514355e-06,0,0,9.970540304493625e-06,0,0,1.20732229333953e-05,0,0,8.826545126794372e-06,0,0,9.913618669088464e-06,0,0,7.925553290988319e-06,0,0,5.783191591035575e-05,0,0,9.225983376381919e-05,0,0,8.826545126794372e-06,16.789719718516416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business deal,compositional,farahmand,0.0,False,2,0.0009191202116198838,10.087458815787034,0.0003608178813010454,1.0426715624652658e-21,0.0002680937177501619,0.00026968165184371173,0.00041099372901953757,0.0003111464320681989,0.0003270939050707966,0.00017832129378803074,0.00040458154398947954,0.0011108603794127703,1.0426715624652658e-21,0,0,0.0002680937177501619,0,0,0.00026968165184371173,0,0,0.00041099372901953757,0,0,0.0003111464320681989,0,0,0.0003270939050707966,0,0,0.00017832129378803074,0,0,0.00040458154398947954,0,0,0.0011108603794127703,0,0,0.0003111464320681989,11.650118676685977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business law,compositional,farahmand,0.0,False,2,0.00013648167077917606,12.839005166510988,0.0003608178813010454,7.932226875599343e-22,0.00033234726288355887,0.00014662336616311222,8.23646187200211e-05,3.607061080401763e-05,2.3123126084101386e-05,4.3999265471939e-05,5.3538038628175855e-05,0.00016543745005037636,7.932226875599343e-22,0,0,0.00033234726288355887,0,0,0.00014662336616311222,0,0,8.23646187200211e-05,0,0,3.607061080401763e-05,0,0,2.3123126084101386e-05,0,0,4.3999265471939e-05,0,0,5.3538038628175855e-05,0,0,0.00016543745005037636,0,0,3.607061080401763e-05,14.758816621134834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business leader,compositional,farahmand,0.0,False,2,0.0027709142304956913,8.495422229618141,0.0003608178813010454,4.66172382116654e-24,8.88406575541012e-05,0.00010096968617290258,0.0001550842571305111,0.00015104946214705706,0.00011662891483865678,0.0004809553793165833,0.0006709620938636363,0.0027763869147747755,4.66172382116654e-24,0,0,8.88406575541012e-05,0,0,0.00010096968617290258,0,0,0.0001550842571305111,0,0,0.00015104946214705706,0,0,0.00011662891483865678,0,0,0.0004809553793165833,0,0,0.0006709620938636363,0,0,0.0027763869147747755,0,0,0.00015104946214705706,12.69269133258492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business man,compositional,farahmand,0.0,False,2,0.0018748942529782653,9.05897505705682,0.0003608178813010454,5.1600582990473266e-24,0.0004454785375855863,0.00029159541008993983,0.00024445875897072256,0.00022193243785295635,0.0001530066947452724,0.0002877530350815505,0.000686873507220298,0.0016131384763866663,5.1600582990473266e-24,0,0,0.0004454785375855863,0,0,0.00029159541008993983,0,0,0.00024445875897072256,0,0,0.00022193243785295635,0,0,0.0001530066947452724,0,0,0.0002877530350815505,0,0,0.000686873507220298,0,0,0.0016131384763866663,0,0,0.00022193243785295635,12.137591830944602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business model,compositional,farahmand,0.0,False,2,0.061845917254686356,4.015177830641497,0.0003608178813010454,3.0517232424325023e-23,0.01648947037756443,0.006495616864413023,0.004594615660607815,0.012140790931880474,0.02820567786693573,0.06499233096837997,0.10979485511779785,0.05426104739308357,3.0517232424325023e-23,0,0,0.01648947037756443,0,1,0.006495616864413023,0,0,0.004594615660607815,0,0,0.012140790931880474,0,1,0.02820567786693573,0,1,0.06499233096837997,0,1,0.10979485511779785,1,1,0.05426104739308357,0,1,0.012140790931880474,6.363993778367927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business news,compositional,farahmand,0.0,False,2,0.000889103626832366,10.13536080165926,0.0003608178813010454,1.2307854543823815e-22,0.0006635383469983935,0.00044724278268404305,0.00046299604582600296,0.00018908879428636283,0.0001241508434759453,0.00022585995611734688,0.0004037921316921711,0.0006737708463333547,1.2307854543823815e-22,0,0,0.0006635383469983935,0,0,0.00044724278268404305,0,0,0.00046299604582600296,0,0,0.00018908879428636283,0,0,0.0001241508434759453,0,0,0.00022585995611734688,0,0,0.0004037921316921711,0,0,0.0006737708463333547,0,0,0.00018908879428636283,12.368648510214758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business park,non-compositional,farahmand,0.75,True,2,0.0016225858125835657,9.26748950559638,0.0003608178813010454,1.4757167311427913e-23,8.018250809982419e-05,9.042029705597088e-05,0.00014769368863198906,0.0002032592601608485,0.0002638560254126787,0.00033839436946436763,0.0012008007615804672,0.0013960549840703607,1.4757167311427913e-23,0,0,8.018250809982419e-05,0,0,9.042029705597088e-05,0,0,0.00014769368863198906,0,0,0.0002032592601608485,0,0,0.0002638560254126787,0,0,0.00033839436946436763,0,0,0.0012008007615804672,0,0,0.0013960549840703607,0,0,0.0002032592601608485,12.264391298915523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business plan,compositional,farahmand,0.0,False,2,0.00912103708833456,6.776586412340848,0.0003608178813010454,2.822382760167391e-23,0.001261636265553534,0.0016878765309229493,0.00181338912807405,0.002308076713234186,0.001838692114688456,0.001902215532027185,0.004409537650644779,0.007665850222110748,2.822382760167391e-23,0,0,0.001261636265553534,0,0,0.0016878765309229493,0,0,0.00181338912807405,0,0,0.002308076713234186,0,0,0.001838692114688456,0,0,0.001902215532027185,0,0,0.004409537650644779,0,0,0.007665850222110748,0,0,0.002308076713234186,8.759093109221462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business representative,compositional,farahmand,0.0,False,2,0.00019284630252514035,12.340260894354262,0.0003608178813010454,2.47099200634311e-24,0.00010376386489951983,6.3123537984211e-05,0.0001226817403221503,0.00012719639926217496,0.0001076536500477232,5.6001797929639e-05,0.00010139910591533408,0.00020933685300406069,2.47099200634311e-24,0,0,0.00010376386489951983,0,0,6.3123537984211e-05,0,0,0.0001226817403221503,0,0,0.00012719639926217496,0,0,0.0001076536500477232,0,0,5.6001797929639e-05,0,0,0.00010139910591533408,0,0,0.00020933685300406069,0,0,0.00012719639926217496,12.940654548865318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business trip,compositional,farahmand,0.0,False,2,0.00041347157093696296,11.239924242119633,0.0003608178813010454,4.0501759704729606e-24,9.210941789206117e-05,5.538088225875981e-05,7.226187153719366e-05,9.601288911653683e-05,0.0001033274966175668,0.00014051380276214331,0.00026793486904352903,0.0003078728914260864,4.0501759704729606e-24,0,0,9.210941789206117e-05,0,0,5.538088225875981e-05,0,0,7.226187153719366e-05,0,0,9.601288911653683e-05,0,0,0.0001033274966175668,0,0,0.00014051380276214331,0,0,0.00026793486904352903,0,0,0.0003078728914260864,0,0,9.601288911653683e-05,13.34641238301636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cable car,compositional,farahmand,0.0,False,2,0.02639628015458584,5.243521554912709,0.00010791479871841148,4.427602201174453e-29,0.000921980943530798,0.0005338466726243496,0.001015448709949851,0.0008600791334174573,0.0009315120405517519,0.0012494734255596995,0.002211084822192788,0.017002185806632042,4.427602201174453e-29,0,0,0.000921980943530798,0,0,0.0005338466726243496,0,0,0.001015448709949851,0,0,0.0008600791334174573,0,0,0.0009315120405517519,0,0,0.0012494734255596995,0,0,0.002211084822192788,0,0,0.017002185806632042,0,0,0.0008600791334174573,10.183242975389646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cadet branch,non-compositional,farahmand,1.0,True,3,0.1115021426230669,4.238165732953057,1.3402008335106075e-05,1.4050815127946753e-35,0.03213334346219199,0.15006666351109743,0.17724507488310337,0.11370316566899419,0.02563430741429329,0.02266018930822611,0.04953633435070515,0.0837111440487206,6.212154740422217e-37,0,0,0.06409963965415955,1,1,0.29285722970962524,1,1,0.32976996898651123,1,1,0.2162395864725113,0,1,0.04155300185084343,0,1,0.042853400111198425,0,1,0.09373226016759872,0,1,0.1527400016784668,0,1,0.10812331414695109,9.662458685549014,1.2980303798774983e-32,0.0,0.0,,,,9.32998227654025e-06,0.0,0.0,,,,3.2412812288384885e-05,0.0,0.0,,,,1.6085166862467304e-05,0.0,0.0,,,,7.041821390885161e-06,0.0,0.0,,,,2.694386239454616e-06,0.0,0.0,,,,1.635113449083292e-06,0.0,0.0,,,,2.8878212106064893e-06,0.0,0.0,,,,1.590162469256029e-06,0.0,0.0,,,,7.041821390885161e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
calendar year,compositional,farahmand,0.0,False,2,0.02341405674815178,5.416481270557916,4.2820869566639885e-05,7.832800417246637e-28,0.00203870446421206,0.004857772495597601,0.0037623639218509197,0.004711463116109371,0.008000057190656662,0.013792553916573524,0.019286030903458595,0.01665850169956684,7.832800417246637e-28,0,0,0.00203870446421206,0,0,0.004857772495597601,0,0,0.0037623639218509197,0,0,0.004711463116109371,0,0,0.008000057190656662,0,0,0.013792553916573524,0,0,0.019286030903458595,0,0,0.01665850169956684,0,0,0.004711463116109371,7.7296091351067115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call centre,compositional,farahmand,0.5,False,2,0.008514804765582085,6.875810833672611,0.0002509094192646444,6.9844174715067e-24,0.0009796523954719305,0.0022084612865000963,0.004771309904754162,0.0022487612441182137,0.0015979614108800888,0.005530595313757658,0.021886449307203293,0.007717701140791178,6.9844174715067e-24,0,0,0.0009796523954719305,0,0,0.0022084612865000963,0,0,0.004771309904754162,0,0,0.0022487612441182137,0,0,0.0015979614108800888,0,0,0.005530595313757658,0,1,0.021886449307203293,0,0,0.007717701140791178,0,0,0.0022487612441182137,8.79665378949193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calorie intake,compositional,farahmand,0.0,False,2,0.036297548562288284,4.78398407396295,9.596707968739793e-06,1.0897653493557558e-26,0.014719837345182896,0.03031626157462597,0.044681187719106674,0.18818603456020355,0.35983917117118835,0.4216693341732025,0.3546070456504822,0.03224899619817734,1.0897653493557558e-26,0,0,0.014719837345182896,1,1,0.03031626157462597,0,1,0.044681187719106674,0,1,0.18818603456020355,1,1,0.35983917117118835,1,1,0.4216693341732025,1,1,0.3546070456504822,1,1,0.03224899619817734,0,1,0.18818603456020355,2.409768526429386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camp rules,compositional,farahmand,0.0,False,2,0.0001444008230464533,12.75763341432123,8.37982734083198e-05,5.148872143607364e-32,2.7767614483309444e-06,3.8037683225411456e-06,1.1551428542588837e-05,4.034909125039121e-06,1.248183525603963e-05,4.770737359649502e-05,7.529155118390918e-05,0.00022934022126719356,5.148872143607364e-32,0,0,2.7767614483309444e-06,0,0,3.8037683225411456e-06,0,0,1.1551428542588837e-05,0,0,4.034909125039121e-06,0,0,1.248183525603963e-05,0,0,4.770737359649502e-05,0,0,7.529155118390918e-05,0,0,0.00022934022126719356,0,0,4.034909125039121e-06,17.91903238809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer insurance,compositional,farahmand,0.0,False,2,0.00013189943274483085,12.888274019493572,3.422322333790362e-05,4.552505634408239e-24,0.0001614715001778677,3.1370262149721384e-05,1.8777349396259524e-05,5.417879037850071e-06,2.6645577690942446e-06,1.427664392394945e-05,4.578481093631126e-05,0.00012087485811207443,4.552505634408239e-24,0,0,0.0001614715001778677,0,0,3.1370262149721384e-05,0,0,1.8777349396259524e-05,0,0,5.417879037850071e-06,0,0,2.6645577690942446e-06,0,0,1.427664392394945e-05,0,0,4.578481093631126e-05,0,0,0.00012087485811207443,0,0,5.417879037850071e-06,17.49384038572185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer screening,compositional,farahmand,0.0,False,2,0.0013825003989040852,9.49850438792951,3.422322333790362e-05,6.431652971672248e-25,8.508950122632086e-05,3.660398942884058e-05,3.446944538154639e-05,1.0566336641204543e-05,2.481587216607295e-05,0.0002693805145099759,0.002824319526553154,0.0012856422690674663,6.431652971672248e-25,0,0,8.508950122632086e-05,0,0,3.660398942884058e-05,0,0,3.446944538154639e-05,0,0,1.0566336641204543e-05,0,0,2.481587216607295e-05,0,0,0.0002693805145099759,0,0,0.002824319526553154,0,0,0.0012856422690674663,0,0,1.0566336641204543e-05,16.5301651947491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
