phrase,label,category,non_comp_score,phrase_len_tokens,avg_next_token_prob,min_next_token_prob,max_next_token_prob,avg_surprisal,logit_lens_L0_avg_prob,logit_lens_L0_avg_surprisal,logit_lens_L6_avg_prob,logit_lens_L6_avg_surprisal,logit_lens_L12_avg_prob,logit_lens_L12_avg_surprisal,logit_lens_L18_avg_prob,logit_lens_L18_avg_surprisal,logit_lens_L24_avg_prob,logit_lens_L24_avg_surprisal,logit_lens_L30_avg_prob,logit_lens_L30_avg_surprisal,logit_lens_L36_avg_prob,logit_lens_L36_avg_surprisal,logit_lens_L42_avg_prob,logit_lens_L42_avg_surprisal,logit_lens_L47_avg_prob,logit_lens_L47_avg_surprisal,future_L0_k1_prob,future_L0_k1_top1,future_L0_k1_top10,future_L0_k2_prob,future_L0_k2_top1,future_L0_k2_top10,future_L6_k1_prob,future_L6_k1_top1,future_L6_k1_top10,future_L6_k2_prob,future_L6_k2_top1,future_L6_k2_top10,future_L12_k1_prob,future_L12_k1_top1,future_L12_k1_top10,future_L12_k2_prob,future_L12_k2_top1,future_L12_k2_top10,future_L18_k1_prob,future_L18_k1_top1,future_L18_k1_top10,future_L18_k2_prob,future_L18_k2_top1,future_L18_k2_top10,future_L24_k1_prob,future_L24_k1_top1,future_L24_k1_top10,future_L24_k2_prob,future_L24_k2_top1,future_L24_k2_top10,future_L30_k1_prob,future_L30_k1_top1,future_L30_k1_top10,future_L30_k2_prob,future_L30_k2_top1,future_L30_k2_top10,future_L36_k1_prob,future_L36_k1_top1,future_L36_k1_top10,future_L36_k2_prob,future_L36_k2_top1,future_L36_k2_top10,future_L42_k1_prob,future_L42_k1_top1,future_L42_k1_top10,future_L42_k2_prob,future_L42_k2_top1,future_L42_k2_top10,future_L47_k1_prob,future_L47_k1_top1,future_L47_k1_top10,future_L47_k2_prob,future_L47_k2_top1,future_L47_k2_top10,avg_lookahead_prob,future_L0_k3_prob,future_L0_k3_top1,future_L0_k3_top10,future_L6_k3_prob,future_L6_k3_top1,future_L6_k3_top10,future_L12_k3_prob,future_L12_k3_top1,future_L12_k3_top10,future_L18_k3_prob,future_L18_k3_top1,future_L18_k3_top10,future_L24_k3_prob,future_L24_k3_top1,future_L24_k3_top10,future_L30_k3_prob,future_L30_k3_top1,future_L30_k3_top10,future_L36_k3_prob,future_L36_k3_top1,future_L36_k3_top10,future_L42_k3_prob,future_L42_k3_top1,future_L42_k3_top10,future_L47_k3_prob,future_L47_k3_top1,future_L47_k3_top10
cuckoo in the nest,non-compositional,idiomem,1.0,5,0.3385547962039709,0.027832960709929466,0.6962468028068542,2.4726630476006726,1.2210769346395459e-09,32.03287889217866,0.0015135128778638318,11.25200674532125,0.002768688468495384,10.185213750478207,0.002146282873218297,10.650784259552434,0.007470664184074849,8.836791167975417,0.016942556388676165,7.370086603686195,0.06675961911823833,6.199602482754896,0.24830626024631783,4.199509818734274,0.3351484194397926,2.495304107622209,1.4013943476265886e-29,0,0,2.1967875765527292e-40,0.0,0.0,7.563466351712123e-05,0,0,0.00029450314468704164,0.0,0.0,0.005146690644323826,0,0,0.00013582177052740008,0.0,0.0,0.0058088842779397964,0,1,5.246323416940868e-05,0.0,0.0,0.022874070331454277,0,1,4.8119949497049674e-05,0.0,0.0,0.053090065717697144,0,1,8.463422273052856e-05,0.0,0.0,0.08422520756721497,0,1,9.842515282798558e-05,0.0,0.0,0.17358361184597015,0,1,0.0004186649457551539,0.0,0.0,0.3670162558555603,1,1,0.001145538641139865,0.0,0.0,0.0011064577120123431,1.3400617214338226e-41,0.0,0.0,9.505259367870167e-05,0.0,0.0,5.1804465329041705e-05,0.0,0.0,2.337153819098603e-05,0.0,0.0,3.6110635846853256e-05,0.0,0.0,5.285940642352216e-05,0.0,0.0,2.6080067982547916e-05,0.0,0.0,8.357485785381868e-05,0.0,0.0,0.00022512978466693312,0.0,0.0
beat swords into ploughshares,non-compositional,idiomem,1.0,6,0.290650626495335,2.4879387638065964e-05,0.9982398748397827,6.002588628464977,4.500138948752334e-19,33.219280948873624,0.00413190098333871,10.097034191602177,0.008475935116924424,10.58013214545885,0.010032793231099882,9.804832795253061,0.0067006411260687555,10.111248580024833,0.01794171232518238,9.275659121405733,0.07256594610923155,7.689863123724631,0.1411753452296883,7.159027103619887,0.27970181503375596,5.951801224303804,1.965482574227521e-33,0,0,2.7106165045992686e-32,0.0,0.0,9.237932681571692e-05,0,0,0.00015068038192112,0.0,0.0,5.748483818024397e-05,0,0,9.240032522939146e-05,0.0,0.0,0.000323504616972059,0,0,9.972891712095588e-05,0.0,0.0,0.00025230125174857676,0,0,4.639837425202131e-05,0.0,0.0,0.00022349186474457383,0,0,1.9972092559328303e-05,0.0,0.0,0.0002506677119527012,0,0,2.1043442757218145e-05,0.0,0.0,0.0005236997967585921,0,0,1.4762217688257806e-05,0.0,0.0,0.0028831525705754757,0,0,4.3658284994307905e-05,0.0,0.0,7.5144464116557885e-06,3.7638800140871776e-31,0.0,0.0,1.9097967651759973e-06,0.0,0.0,1.8605222749101813e-06,0.0,0.0,6.46321905151126e-06,0.0,0.0,3.4915660762635525e-06,0.0,0.0,5.771752853434009e-07,0.0,0.0,1.797647399826019e-07,0.0,0.0,1.1657299836542734e-07,0.0,0.0,2.388790392160445e-07,0.0,0.0
add insult to injury,non-compositional,idiomem,1.0,3,0.518896024133331,8.350821008207276e-05,0.8828324675559998,4.765726083722566,4.431958532389301e-16,33.219280948873624,0.0019551801324269036,10.661018088059743,0.0008192588599437537,11.314498991746945,0.0015512227594930057,10.384294995097234,0.009809947065756811,9.159782540049532,0.2777013233899197,7.616183509238819,0.4131034742119179,5.139593809185564,0.5898699246705897,4.229380291309792,0.5158081971749198,4.656387718180748,3.093773207387972e-36,0,0,9.768594011844052e-27,0.0,0.0,0.0026953951455652714,0,0,5.0934988394146785e-05,0.0,0.0,0.0020055125933140516,0,0,7.906391692813486e-05,0.0,0.0,0.003948611672967672,0,0,5.163528840057552e-05,0.0,0.0,0.002001767745241523,0,0,5.1704031648114324e-05,0.0,0.0,0.004026701208204031,0,1,2.9682167223654687e-05,0.0,0.0,0.24608579277992249,1,1,0.00010173993359785527,0.0,0.0,0.7731711268424988,1,1,0.00010216764349024743,0.0,0.0,0.6460906267166138,1,1,0.00012063356552971527,0.0,0.0,0.00012063356552971527,,,,,,,,,,,,,,,,,,,,,,,,,,,
as the crow flies,non-compositional,idiomem,1.0,3,0.32093686680309474,0.0010992244351655245,0.9587743282318115,6.100484228879125,8.753251541037619e-10,31.647687110049798,0.0021260666859840662,10.672973198987492,0.02581761223336798,9.622357099191577,0.04183270041782331,8.999070663950478,0.11214383743057017,8.547353868251596,0.156484207195111,7.30698420519322,0.3034092183091464,6.895014651671104,0.30858929757717607,7.169189468729095,0.31936617917381227,6.348282096043857,2.5212981231318517e-17,0,0,5.561894146775186e-16,0.0,0.0,7.405415090033785e-05,0,0,2.425409729767125e-05,0.0,0.0,0.0004533176252152771,0,0,1.6821330063976347e-05,0.0,0.0,0.0008293049759231508,0,0,3.0965333280619234e-05,0.0,0.0,0.004990036599338055,0,0,0.0002213984844274819,0.0,0.0,0.0591527484357357,0,1,7.209015166154131e-05,0.0,0.0,0.020638221874833107,0,1,3.982169437222183e-05,0.0,0.0,0.0045543634332716465,0,0,2.8799684514524415e-05,0.0,0.0,0.00140949129126966,0,0,3.413355807424523e-05,0.0,0.0,3.413355807424523e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"been there, done that",non-compositional,idiomem,1.0,4,0.6054483890766278,0.006469941232353449,0.9704607129096985,2.1076500343318076,1.6166201866572014e-13,33.219280948873624,0.0003868510011670878,11.990105765014215,0.00046729967380088056,11.734403281088179,0.00034098630385415163,12.350603096588722,0.00662077839479025,10.168281371200147,0.024027650120842736,8.726201351479379,0.2641814754460938,5.027167543311251,0.5091192566906102,3.0997903855842615,0.6114470128668472,2.1576458862831283,1.4098173075195817e-15,0,0,5.403575218603884e-16,0.0,0.0,0.0003654255997389555,0,0,1.5223497030092403e-05,0.0,0.0,0.0008426039130426943,0,0,7.052929868223146e-05,0.0,0.0,8.226923819165677e-05,0,0,0.0002632444666232914,0.0,0.0,0.0008043708512559533,0,0,0.002424974227324128,0.0,0.0,0.0004641273117158562,0,0,0.006727688945829868,0.0,1.0,0.003956859465688467,0,0,0.07208127528429031,0.0,1.0,0.052170876413583755,0,1,0.7787183523178101,1.0,1.0,0.5102508664131165,1,1,0.34796082973480225,0.0,1.0,0.11608841416455107,4.7793878094537154e-14,0.0,0.0,0.00018828874453902245,0.0,0.0,0.00020770241098944098,0.0,0.0,2.1661240680259652e-05,0.0,0.0,0.00019789105863310397,0.0,0.0,7.243843720061705e-05,0.0,0.0,5.594766844296828e-05,0.0,0.0,3.276080315117724e-05,0.0,0.0,0.00021595707221422344,0.0,0.0
pay through the nose,non-compositional,idiomem,1.0,3,0.12362001593767975,0.0001205878215841949,0.2729994058609009,6.081854911821288,1.7147815235275173e-16,33.219280948873624,0.004385508012395197,10.739974660602527,0.0016884033563352812,10.896861387963142,0.0013495544244506164,11.480777480191021,0.0025413786352146417,10.970319629262116,0.006246343904119082,10.20952111806299,0.03248403134663628,8.43892118990689,0.057629730416010716,7.811926373955181,0.088631023124132,6.289847051291285,1.9988459678777453e-18,0,0,3.1920247141219245e-20,0.0,0.0,0.012902132235467434,1,1,1.2846077879657969e-05,0.0,0.0,0.004674926400184631,0,1,1.6317757399519905e-05,0.0,0.0,0.0034953979775309563,0,0,0.00010586155985947698,0.0,0.0,0.006472800392657518,0,0,2.9405111490632407e-05,0.0,0.0,0.01240199338644743,0,1,2.7368743758415803e-05,0.0,0.0,0.02907537668943405,1,1,4.250283382134512e-05,0.0,0.0,0.039162229746580124,0,1,3.4188491554232314e-05,0.0,0.0,0.208393394947052,1,1,1.8343813280807808e-05,0.0,0.0,1.8343813280807808e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
the die is cast,non-compositional,idiomem,1.0,3,0.3726702038256917,7.228666800074279e-05,0.916517436504364,5.397797146251828,2.5202860541439823e-12,33.219280948873624,0.00022848257018874088,12.484798696340567,0.0001085286579230645,13.676298778166698,0.00027554899497772567,12.696466193199283,0.0005578455432745008,12.572007529042574,0.011896710740226505,11.070732574084841,0.0866272659865596,8.562213586948443,0.25214806829656783,6.8593480569878444,0.3535014223719675,5.504423677397214,2.0239167657488816e-33,0,0,1.0556062462192108e-30,0.0,0.0,0.00044112050090916455,0,0,0.00014646389172412455,0.0,0.0,0.0002368915156694129,0,0,0.00020662044698838145,0.0,0.0,0.0006595726008526981,0,0,0.0003349086327943951,0.0,0.0,0.0006914528785273433,0,0,0.0005138441920280457,0.0,0.0,0.0007365270284935832,0,0,0.00033720661303959787,0.0,0.0,0.0011371683795005083,0,0,0.00030846521258354187,0.0,0.0,0.01213089656084776,0,1,0.003802273888140917,0.0,1.0,0.18032336235046387,1,1,0.009482416324317455,0.0,0.0,0.009482416324317455,,,,,,,,,,,,,,,,,,,,,,,,,,,
from the cradle to the grave,non-compositional,idiomem,1.0,5,0.4888778080989141,5.674632848240435e-05,0.9646272659301758,3.790944091684002,5.134652343456754e-10,32.28759575012789,0.0014989390132541303,10.987193758764757,0.0008134330593748019,10.586020140416815,0.0016300609917379917,10.250523133882577,0.0035462506348267198,9.441658877775842,0.09909480006317609,8.268032489175564,0.21857619268703274,5.967350817391119,0.46669714713352733,4.010202657698235,0.4905939517702791,3.7259250080702535,3.2824660170340035e-16,0,0,1.875908761661549e-09,0.0,0.0,2.1095202100696042e-05,0,0,0.0004516964836511761,0.0,0.0,0.00013958527415525168,0,0,0.00039725328679196537,0.0,0.0,0.00014737856690771878,0,0,0.00018341558461543173,0.0,0.0,0.0002588750794529915,0,0,0.00036081919097341597,0.0,0.0,0.0002721101918723434,0,0,7.002030179137364e-05,0.0,0.0,0.00016752452938817441,0,0,0.00017016266065184027,0.0,0.0,0.0001622895651962608,0,0,0.0006494337576441467,0.0,0.0,7.532451854785904e-05,0,0,0.0015081391902640462,0.0,0.0,0.001575838067492441,0.9995773434638977,1.0,1.0,0.0009656254551373422,0.0,0.0,0.00016367051284760237,0.0,0.0,0.0001127785726566799,0.0,0.0,0.00014692753029521555,0.0,0.0,5.8963007177226245e-05,0.0,0.0,0.0002620133454911411,0.0,0.0,0.001077027409337461,0.0,0.0,0.0022551584988832474,0.0,0.0
take the bull by the horns,non-compositional,idiomem,1.0,5,0.5530819550622255,0.0018920444417744875,0.9757351875305176,3.3761521624467634,4.844842923022201e-14,33.219280948873624,0.0006103415686084191,12.62066987233884,0.00027878345626959345,13.639411018117585,0.0004090392278158106,13.17662356738587,0.001496653289268579,13.027124716009624,0.040185653823755274,12.102616253416315,0.1944032866287216,10.05125210655663,0.2347108674548508,6.461199466319665,0.5302971223602071,3.60553460335879,6.014739030321898e-15,0,0,2.5586779917041724e-10,0.0,0.0,8.719896868569776e-05,0,0,0.00020185468019917607,0.0,0.0,5.213232361711562e-05,0,0,4.437394090928137e-05,0.0,0.0,0.00012108654482290149,0,0,4.364103006082587e-05,0.0,0.0,6.879511056467891e-05,0,0,5.736830644309521e-05,0.0,0.0,0.0002396641648374498,0,0,4.356092540547252e-05,0.0,0.0,0.0003846631443593651,0,0,1.6950505596469156e-05,0.0,0.0,0.002087418222799897,0,0,4.498283669818193e-05,0.0,0.0,0.0041047376580536366,0,0,5.1885923312511295e-05,0.0,0.0,0.0009913895206409506,0.9995773434638977,1.0,1.0,0.0005386108532547951,0.0,0.0,3.125147122773342e-05,0.0,0.0,6.412044604076073e-05,0.0,0.0,0.00023778501781634986,0.0,0.0,0.0002477553498465568,0.0,0.0,0.00010413908603368327,0.0,0.0,0.0005574488895945251,0.0,0.0,0.0006520057795569301,0.0,0.0
over my dead body,non-compositional,idiomem,1.0,3,0.4650603038802122,7.534108590334654e-05,0.9890435934066772,5.00410859448705,2.752958656359069e-17,33.219280948873624,0.0013898318787444925,11.975494135342688,0.003172820232672772,11.168502315791693,0.008789813742623664,10.442705976173189,0.024223292336197726,10.391542599522595,0.14060656041328912,9.636023963883636,0.2858928855071099,8.65967810575166,0.3430793645156882,7.040377446407191,0.41361664367771783,5.2697092060363175,3.968194840547972e-17,0,0,4.851722417401683e-18,0.0,0.0,1.9542936570360325e-05,0,0,0.0013916410971432924,0.0,0.0,0.00011625400657067075,0,0,0.004753873683512211,0.0,1.0,0.0001881337520899251,0,0,0.006619003135710955,0.0,1.0,0.00017170053615700454,0,0,0.001393399783410132,0.0,0.0,0.0008839903166517615,0,0,0.0016069646226242185,0.0,0.0,0.009385479614138603,0,1,0.002585971262305975,0.0,0.0,0.05188320577144623,0,1,0.0026135616935789585,0.0,0.0,0.26033976674079895,1,1,0.006243362091481686,0.0,0.0,0.006243362091481686,,,,,,,,,,,,,,,,,,,,,,,,,,,
at the drop of a hat,non-compositional,idiomem,1.0,5,0.5036141356715234,0.00016189100279007107,0.9539633393287659,4.039462506337547,3.2309286176746245e-10,32.420594190507046,0.002234200709790457,10.286956568889302,0.0013294178221258334,10.274608488362698,0.0014960371834604302,10.945412929055781,0.008012011293249088,10.03915266401294,0.014868476258743612,10.22985155059298,0.15629394106599648,7.968817917860859,0.41786549495445796,5.8567692410659635,0.4798612825543387,4.283397897828212,1.0701510817366817e-14,0,0,3.693883254829444e-10,0.0,0.0,0.00010298503184458241,0,0,0.0001869376574177295,0.0,0.0,0.00011749550321837887,0,0,6.258447683649138e-05,0.0,0.0,1.1430269296397455e-05,0,0,1.870780579338316e-05,0.0,0.0,1.9423341655055992e-05,0,0,3.703944094013423e-05,0.0,0.0,1.1976945643255021e-05,0,0,2.4431521524093114e-05,0.0,0.0,2.946682616311591e-05,0,0,4.0434013499179855e-05,0.0,0.0,2.9163282306399196e-05,0,0,0.00010089914576383308,0.0,0.0,0.00015307449211832136,0,0,0.0012005018070340157,0.0,0.0,0.00101975331272115,0.00038595194928348064,0.0,1.0,0.0007166052237153053,0.0,0.0,0.00013288005720824003,0.0,0.0,3.735052814590745e-05,0.0,0.0,4.83557341794949e-05,0.0,0.0,2.3176522518042475e-05,0.0,0.0,3.835699681076221e-05,0.0,0.0,0.0001010964042507112,0.0,0.0,0.0011958215618506074,0.0,0.0
grin and bear it,non-compositional,idiomem,1.0,3,0.02314890257548541,0.0015985859790816903,0.061212580651044846,6.851528703782847,2.5305541286025322e-15,33.219280948873624,0.0011662967347850401,10.84225166164552,0.0014204444645050291,10.833631708518205,0.0012146429459486778,11.651300176818063,0.0011181970379160096,11.826792539518665,0.0006866778682403188,12.105501702942556,0.0005991307990977172,12.809122750166466,0.0012898762167120974,11.613236385737055,0.015290556320299705,7.231859723957097,7.591662385807597e-15,0,0,8.74316938292985e-11,0.0,0.0,0.0002298826730111614,0,0,0.00034780139685608447,0.0,0.0,0.00029449452995322645,0,0,9.806700836634263e-05,0.0,0.0,0.00017902800755109638,0,0,9.415705426363274e-05,0.0,0.0,2.7195463189855218e-05,0,0,1.4380068932950962e-05,0.0,0.0,1.644994154048618e-05,0,0,1.3127852071193047e-05,0.0,0.0,5.113703537062975e-06,0,0,1.1299330253677908e-06,0.0,0.0,2.594798570498824e-05,0,0,2.9687030291825067e-06,0.0,0.0,0.0014092163182795048,0,0,0.0005649438826367259,0.0,0.0,0.0005649438826367259,,,,,,,,,,,,,,,,,,,,,,,,,,,
let your hair down,non-compositional,idiomem,1.0,3,0.1969654082301228,0.00040727489977143705,0.5639553666114807,5.774697752639029,2.9600372015096474e-17,33.219280948873624,0.0003424182505114004,11.880762936213225,0.00037573771745276946,11.946686798589672,0.0015374299400718883,11.241798966047682,0.001641539995034691,11.110785870072073,0.0008462842379231006,11.734074166807233,0.0021116751310425266,11.12871913204666,0.00610688999586273,9.070664978270424,0.18986131485629207,5.943147539616278,8.880092910433602e-17,0,0,7.214570940986507e-15,0.0,0.0,0.00014628843928221613,0,0,2.5124953026534058e-05,0.0,0.0,0.00015111967513803393,0,0,1.9629949747468345e-05,0.0,0.0,9.295759082306176e-05,0,0,0.00011636743147391826,0.0,0.0,0.00023054135090205818,0,0,0.00026587024331092834,0.0,0.0,0.001503213425166905,0,0,7.542758248746395e-05,0.0,0.0,0.005702771712094545,0,0,7.762058521620929e-05,0.0,0.0,0.015116503462195396,0,1,9.814371878746897e-05,0.0,0.0,0.01662931963801384,0,1,0.0001555625203764066,0.0,0.0,0.0001555625203764066,,,,,,,,,,,,,,,,,,,,,,,,,,,
put a sock in it,non-compositional,idiomem,1.0,4,0.40599588905024575,0.00043465037015266716,0.9388220906257629,5.120025242568584,9.531572569330817e-11,32.736584480093775,0.0006092503355148438,12.550620345758738,0.0016538077150016761,12.758304041491286,0.0016730048478166282,12.164707329503505,0.001720418373679422,12.265750724189875,0.0043039984234383155,11.019987186175058,0.12014889934516759,8.61005211307045,0.29496210553406854,7.352226185200056,0.40165176986920414,5.16289818984886,7.582860628224661e-17,0,0,7.832914761252141e-09,0.0,0.0,5.103982857690426e-06,0,0,0.000571789569221437,0.0,0.0,1.3562393178290222e-05,0,0,0.0002815701882354915,0.0,0.0,2.2661317416350357e-05,0,0,0.0002534610393922776,0.0,0.0,2.224333911726717e-05,0,0,0.00024830063921399415,0.0,0.0,6.276574276853353e-05,0,0,0.00021886013564653695,0.0,0.0,0.00010251778439851478,0,0,0.00013661211414728314,0.0,0.0,0.00021003253641538322,0,0,0.0001533632748760283,0.0,0.0,0.00038908582064323127,0,0,0.0001987256109714508,0.0,0.0,0.00021183785186925283,3.916210999932446e-08,0.0,0.0,0.00040387880289927125,0.0,0.0,7.280923455255106e-05,0.0,0.0,8.66578848217614e-05,0.0,0.0,0.00011502033157739788,0.0,0.0,0.00012815963418688625,0.0,0.0,4.9236627091886476e-05,0.0,0.0,4.792912659468129e-05,0.0,0.0,7.030637061689049e-05,0.0,0.0
when push comes to shove,non-compositional,idiomem,1.0,4,0.4895325665784185,0.0002882441331166774,0.9625701308250427,3.7713988456731027,3.9932400439176065e-15,33.219280948873624,0.0010188282176386565,10.43901959838771,0.0038140148972161114,8.807939493647925,0.015008219736046158,8.153700778757987,0.026113795494893566,7.899387528448017,0.23450943305942928,6.775911624218158,0.26688912653480656,5.348452164285318,0.44448104841285385,3.9914308041148128,0.4667541404705844,3.8019651323589474,8.534428131195952e-29,0,0,1.5097295620944165e-29,0.0,0.0,0.0010310076177120209,0,0,0.0022963432129472494,0.0,0.0,0.007543859072029591,0,1,0.000944224651902914,0.0,0.0,0.009782201610505581,0,1,0.0008317035972140729,0.0,0.0,0.011566597037017345,0,1,0.0022687185555696487,0.0,0.0,0.0026438531931489706,0,0,0.0009688272839412093,0.0,0.0,0.007426180876791477,0,0,0.0023828400298953056,0.0,0.0,0.04017806798219681,0,1,0.0016199311939999461,0.0,0.0,0.09479372948408127,0,1,0.007084811571985483,0.0,0.0,0.0023630538695821692,1.482821336855421e-17,0.0,1.0,9.513815712125506e-06,0.0,0.0,6.478121122199809e-06,0.0,0.0,6.130767360446043e-06,0.0,0.0,1.7065824067685753e-05,0.0,0.0,3.255303681726218e-06,0.0,0.0,3.2874452244868735e-06,0.0,0.0,2.6618095034791622e-06,0.0,0.0,1.380905814585276e-06,0.0,0.0
call a spade a spade,non-compositional,idiomem,1.0,6,0.5585186967800837,0.0005204218905419111,0.997745931148529,3.7560485808930633,4.710859984437696e-12,33.219280948873624,0.0012495620467234403,10.342009414246474,0.0007642825876246206,10.903437592769386,0.00040060590860472683,11.632151308504907,0.0006711506418165906,11.536618322124689,0.009172060159471584,9.569564941964464,0.03654947892209748,7.56262236206805,0.31847352355301456,4.913977501015784,0.4949441959130733,3.839575585989412,2.781192810774602e-11,0,0,3.087781846854707e-17,0.0,0.0,0.00021035748068243265,0,0,6.509238573926268e-06,0.0,0.0,0.0005685370997525752,0,0,1.612574806131306e-06,0.0,0.0,0.0003343915450386703,0,0,8.337446502082457e-07,0.0,0.0,0.0005125972093082964,0,0,4.400322723085992e-06,0.0,0.0,0.0005554864765144885,0,0,1.4345627050715848e-06,0.0,0.0,0.0006545512587763369,0,0,8.286768320431293e-07,0.0,0.0,0.0005732002900913358,0,0,3.876730829688313e-07,0.0,0.0,0.0008468569722026587,0,0,5.749972729063302e-07,0.0,0.0,7.231723781101326e-05,0.9991317391395569,1.0,1.0,0.0005397959612309933,0.0,0.0,0.0001087193304556422,0.0,0.0,0.00011200712469872087,0.0,0.0,8.524633449269459e-05,0.0,0.0,0.0001291352091357112,0.0,0.0,0.0002533397055231035,0.0,0.0,0.00040172445005737245,0.0,0.0,0.0004453915171325207,0.0,0.0
easier said than done,non-compositional,idiomem,1.0,3,0.3757605143667509,0.0027836973313242197,0.9984985589981079,3.826487401554298,1.6573731797026754e-19,33.219280948873624,0.0002121730261327078,12.791200099369227,0.0018225389630970312,11.443113296474806,0.0035649748848906406,9.485661949665653,0.028691271514010925,6.857882162466868,0.24964864098001271,5.063099644615245,0.5924208280581903,4.577079288259952,0.588417314235509,4.111306181191776,0.3743961983515571,3.9474450529411556,3.5421750495535375e-19,0,0,6.415966202518965e-17,0.0,0.0,0.00031568799749948084,0,0,1.0760135410237126e-05,0.0,0.0,0.005112886428833008,0,1,1.458502310924814e-06,0.0,0.0,0.00956232100725174,0,1,6.388046585925622e-06,0.0,0.0,0.05677226558327675,1,1,3.9693131839158013e-05,0.0,0.0,0.394424706697464,1,1,1.898743175843265e-05,0.0,0.0,0.8558022379875183,1,1,8.10443907539593e-06,0.0,0.0,0.7671778202056885,1,1,1.3493818187271245e-05,0.0,0.0,0.1225430816411972,0,1,2.3360167688224465e-05,0.0,0.0,2.3360167688224465e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
stick out like a sore thumb,non-compositional,idiomem,1.0,5,0.5169864227762446,0.0011368728009983897,0.9750571846961975,3.3302431389474,5.692291595437754e-17,33.219280948873624,0.002430851491226349,9.569769050831516,0.004216916987206787,8.897834654525564,0.006971390091348439,8.474510789906518,0.011393656604923308,8.017729410338223,0.07078421814367175,6.4039849844956676,0.23100969712249936,4.5658585044840025,0.5146722866571508,3.3107168111861283,0.5185881200945005,3.1688977844085087,2.0873447477566504e-16,0,0,2.966714898308058e-16,0.0,0.0,0.0028799583669751883,0,0,0.0034401332959532738,0.0,1.0,0.010755409486591816,0,1,0.0005997095140628517,0.0,0.0,0.002554374746978283,0,0,0.000996407587081194,0.0,0.0,0.001967316260561347,0,0,0.000842833484057337,0.0,0.0,0.0012938082218170166,0,0,0.000397684023482725,0.0,0.0,0.011379673145711422,0,1,0.0033638249151408672,0.0,0.0,0.02355056069791317,0,1,0.007182515226304531,0.0,0.0,0.018533509224653244,0,0,0.013665752485394478,0.0,0.0,0.004421715480384591,2.6750819384690605e-19,0.0,0.0,0.00014578495756722987,0.0,0.0,0.000450039777206257,0.0,0.0,0.0014272879343479872,0.0,0.0,0.0005999975837767124,0.0,0.0,0.00021876573737245053,0.0,0.0,0.0004579194646794349,0.0,0.0,0.00033922737929970026,0.0,0.0,4.434213406057097e-05,0.0,0.0
between the devil and the deep blue sea,non-compositional,idiomem,1.0,7,0.6053382213555908,0.00024366150319110602,0.957088053226471,2.5110126769121313,1.6236472838723507e-11,33.19302135902934,0.002069843267755849,10.034484983931941,0.005606567354074546,8.801155531180738,0.026512420241488144,8.180575825173184,0.029705529011282903,8.495732601861057,0.11578919853439272,7.90970317467176,0.16322897746301482,6.254648471721494,0.36438251583760056,4.014753105103514,0.5465259827927055,2.6453655792956106,1.3342290402186736e-15,0,0,6.090183357621015e-10,0.0,0.0,0.00014228081272449344,0,0,0.0003237812779843807,0.0,0.0,0.0007417945307679474,0,0,0.0003202905354555696,0.0,0.0,0.0001021386415231973,0,0,0.00011573824303923175,0.0,0.0,4.040311250719242e-05,0,0,5.300526390783489e-05,0.0,0.0,1.6957008483586833e-05,0,0,2.242055234091822e-05,0.0,0.0,2.552749174355995e-05,0,0,4.750569860334508e-05,0.0,0.0,4.109397923457436e-05,0,0,0.00044223354780115187,0.0,0.0,0.0002308556722709909,0,0,0.0019048230024054646,0.0,0.0,0.008939609951236585,0.9995773434638977,1.0,1.0,0.0010846933582797647,0.0,0.0,0.0002475013316143304,0.0,0.0,0.00022749138588551432,0.0,0.0,5.91894167882856e-05,0.0,0.0,5.0034479500027373e-05,0.0,0.0,5.707941090804525e-05,0.0,0.0,0.00032672006636857986,0.0,0.0,0.0018936943961307406,0.0,0.0
in one ear and out the other,non-compositional,idiomem,1.0,6,0.5236427722144678,0.0002015190402744338,0.9907421469688416,3.911715254165338,1.3274023725698496e-09,31.51909189951593,0.0012971391321722574,10.296662319203898,0.0010246374101067583,10.488153364378881,0.0006100354342682598,11.093227706519222,0.0006201725348849626,11.296582528630312,0.061584224014192536,8.668997741296467,0.1866303657886116,6.7026919260011,0.4407396808995448,4.609516169846854,0.5180373414283773,3.9929733846197624,6.315557891247481e-18,0,0,1.4489042781453418e-15,0.0,0.0,0.00011888758308487013,0,0,0.00034943001810461283,0.0,0.0,0.000518331304192543,0,0,0.00010377407306805253,0.0,0.0,0.00043756875675171614,0,0,9.763478738022968e-05,0.0,0.0,0.001562032150104642,0,0,0.00013755934196524322,0.0,0.0,0.00223982403986156,0,0,0.00015726035053376108,0.0,0.0,0.001948565593920648,0,0,0.0001753257674863562,0.0,0.0,0.0016490421257913113,0,0,0.0005632542888633907,0.0,0.0,0.0019754795357584953,0,0,0.0036762929521501064,0.0,0.0,0.0032711265565532294,1.1441120505151486e-14,0.0,0.0,9.14217162062414e-05,0.0,0.0,5.357504414860159e-05,0.0,0.0,7.685927266720682e-05,0.0,0.0,4.4658980186795816e-05,0.0,0.0,2.34203598665772e-05,0.0,0.0,6.288169242907315e-05,0.0,0.0,0.00010378536535426974,0.0,0.0,0.0004646575835067779,0.0,0.0
